Census year,CLUE small area,ANZSIC indusrty,CLUE industry,Business size,Total establishments,Total jobs
2009,West Melbourne (Residential),Information Media and Telecommunications,Information Media and Telecommunications,Medium business,4,109
2009,West Melbourne (Residential),Other Services,Other Services,Non employing,5,0
2009,West Melbourne (Residential),Public Administration and Safety,Public Administration and Safety,Large business,1,
2009,West Melbourne (Residential),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,4,16
2009,West Melbourne (Residential),"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,1,
2009,West Melbourne (Residential),"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,2,
2009,West Melbourne (Residential),"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,16,120
2008,Carlton,Accommodation and Food Services,Food and Beverage Services,Medium business,16,520
2008,Carlton,Administrative and Support Services,Admin and Support Services,Small business,22,125
2008,Carlton,"Agriculture, Forestry and Fishing",Agriculture and Mining,Medium business,1,
2008,Carlton,Education and Training,Education and Training,Medium business,26,2119
2008,Carlton,Education and Training,Education and Training,Non employing,4,0
2008,Carlton,Education and Training,Education and Training,Small business,51,357
2008,Carlton,Health Care and Social Assistance,Health Care and Social Assistance,Small business,74,390
2008,Carlton,Other Services,Other Services,Large business,2,
2008,Carlton,"Professional, Scientific and Technical Services",Business Services,Medium business,15,710
2008,Carlton,"Professional, Scientific and Technical Services",Business Services,Small business,131,786
2008,Carlton,Public Administration and Safety,Public Administration and Safety,Small business,11,59
2008,Carlton,Retail Trade,Retail Trade,Medium business,5,272
2008,Carlton,Retail Trade,Retail Trade,Non employing,5,0
2008,Carlton,Retail Trade,Retail Trade,Small business,158,734
2008,Carlton,Wholesale Trade,Wholesale Trade,Large business,1,
2008,Carlton,Wholesale Trade,Wholesale Trade,Non employing,1,
2008,Docklands,Administrative and Support Services,Admin and Support Services,Small business,16,91
2008,Docklands,Construction,Construction,Non employing,3,0
2008,Docklands,Construction,Construction,Small business,10,57
2008,Docklands,Financial and Insurance Services,Finance and Insurance,Large business,4,7148
2008,Docklands,Financial and Insurance Services,Finance and Insurance,Small business,12,40
2008,Docklands,Information Media and Telecommunications,Information Media and Telecommunications,Medium business,6,316
2008,Docklands,Manufacturing,Manufacturing,Small business,8,34
2008,Docklands,Mining,Agriculture and Mining,Small business,1,
2008,Docklands,"Professional, Scientific and Technical Services",Business Services,Large business,1,
2008,Docklands,"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,27,142
2008,Docklands,Retail Trade,Retail Trade,Medium business,3,321
2008,Docklands,Wholesale Trade,Wholesale Trade,Medium business,1,
2008,East Melbourne,Accommodation and Food Services,Food and Beverage Services,Medium business,2,
2008,East Melbourne,Administrative and Support Services,Admin and Support Services,Medium business,3,126
2008,East Melbourne,Arts and Recreation Services,Arts and Recreation Services,Medium business,9,426
2008,East Melbourne,Arts and Recreation Services,Arts and Recreation Services,Non employing,16,0
2008,East Melbourne,Arts and Recreation Services,Arts and Recreation Services,Small business,16,92
2008,East Melbourne,Education and Training,Education and Training,Large business,1,
2008,East Melbourne,Education and Training,Education and Training,Small business,9,69
2008,East Melbourne,"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Medium business,2,
2008,East Melbourne,Financial and Insurance Services,Finance and Insurance,Large business,1,
2008,East Melbourne,Financial and Insurance Services,Finance and Insurance,Medium business,10,602
2008,East Melbourne,Financial and Insurance Services,Finance and Insurance,Small business,7,65
2008,East Melbourne,Health Care and Social Assistance,Health Care and Social Assistance,Non employing,1,
2008,East Melbourne,Information Media and Telecommunications,Information Media and Telecommunications,Medium business,3,166
2008,East Melbourne,Information Media and Telecommunications,Information Media and Telecommunications,Non employing,1,
2008,East Melbourne,Other Services,Other Services,Medium business,11,822
2008,East Melbourne,Public Administration and Safety,Public Administration and Safety,Large business,8,3905
2008,East Melbourne,Public Administration and Safety,Public Administration and Safety,Medium business,8,630
2008,East Melbourne,"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,1,
2008,East Melbourne,"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,1,
2008,East Melbourne,Wholesale Trade,Wholesale Trade,Medium business,2,
2008,Kensington,Accommodation and Food Services,Food and Beverage Services,Medium business,2,
2008,Kensington,Accommodation and Food Services,Food and Beverage Services,Non employing,1,
2008,Kensington,Administrative and Support Services,Admin and Support Services,Small business,6,45
2008,Kensington,Construction,Construction,Medium business,1,
2008,Kensington,Construction,Construction,Small business,13,111
2008,Kensington,Education and Training,Education and Training,Small business,3,21
2008,Kensington,"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,2,
2008,Kensington,Health Care and Social Assistance,Health Care and Social Assistance,Medium business,2,
2008,Kensington,Health Care and Social Assistance,Health Care and Social Assistance,Small business,14,81
2008,Kensington,Other Services,Other Services,Non employing,7,0
2008,Kensington,Other Services,Other Services,Small business,32,151
2008,Kensington,"Professional, Scientific and Technical Services",Business Services,Small business,14,89
2008,Kensington,"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,3,11
2019,West Melbourne (Residential),Retail Trade,Retail Trade,Medium business,2,
2019,West Melbourne (Residential),Retail Trade,Retail Trade,Small business,40,137
2018,Carlton,Retail Trade,Retail Trade,Small business,115,531
2018,Carlton,Wholesale Trade,Wholesale Trade,Medium business,2,
2018,Docklands,Accommodation and Food Services,Accommodation,Medium business,6,310
2018,Docklands,Information Media and Telecommunications,Information Media and Telecommunications,Non employing,2,
2018,Docklands,Manufacturing,Manufacturing,Medium business,2,
2018,Docklands,Mining,Agriculture and Mining,Large business,1,
2018,Docklands,"Professional, Scientific and Technical Services",Business Services,Large business,9,8639
2018,Docklands,"Professional, Scientific and Technical Services",Business Services,Small business,151,880
2018,Docklands,Public Administration and Safety,Public Administration and Safety,Medium business,10,902
2018,Docklands,Public Administration and Safety,Public Administration and Safety,Small business,9,40
2018,Docklands,"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,54,337
2018,Docklands,"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,7,31
2018,Docklands,Retail Trade,Retail Trade,Large business,2,
2018,Docklands,Retail Trade,Retail Trade,Medium business,10,589
2018,Docklands,"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,5,325
2018,Docklands,Wholesale Trade,Wholesale Trade,Medium business,2,
2018,Docklands,Wholesale Trade,Wholesale Trade,Small business,21,91
2018,East Melbourne,Accommodation and Food Services,Accommodation,Large business,2,
2018,East Melbourne,Accommodation and Food Services,Food and Beverage Services,Medium business,1,
2018,East Melbourne,Accommodation and Food Services,Accommodation,Small business,14,105
2018,East Melbourne,Arts and Recreation Services,Arts and Recreation Services,Non employing,22,0
2018,East Melbourne,Arts and Recreation Services,Arts and Recreation Services,Small business,10,48
2018,East Melbourne,Education and Training,Education and Training,Large business,3,702
2018,East Melbourne,"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,6,39
2018,East Melbourne,Wholesale Trade,Wholesale Trade,Small business,3,18
2018,Kensington,Accommodation and Food Services,Accommodation,Medium business,1,
2018,Kensington,Administrative and Support Services,Admin and Support Services,Medium business,1,
2018,Kensington,"Agriculture, Forestry and Fishing",Agriculture and Mining,Small business,2,
2018,Kensington,Arts and Recreation Services,Arts and Recreation Services,Medium business,14,740
2018,Kensington,Arts and Recreation Services,Arts and Recreation Services,Non employing,56,0
2018,Kensington,Education and Training,Education and Training,Medium business,4,132
2018,Kensington,Health Care and Social Assistance,Health Care and Social Assistance,Medium business,6,310
2018,Kensington,Manufacturing,Manufacturing,Non employing,4,0
2018,Kensington,Manufacturing,Manufacturing,Small business,39,176
2018,Kensington,Other Services,Other Services,Small business,37,176
2018,Kensington,"Professional, Scientific and Technical Services",Business Services,Medium business,6,280
2018,Kensington,"Professional, Scientific and Technical Services",Business Services,Small business,30,159
2018,Kensington,Public Administration and Safety,Public Administration and Safety,Medium business,2,
2018,Kensington,Public Administration and Safety,Public Administration and Safety,Small business,3,12
2018,Kensington,Retail Trade,Retail Trade,Medium business,3,307
2018,Kensington,Retail Trade,Retail Trade,Non employing,1,
2018,Kensington,Retail Trade,Retail Trade,Small business,36,160
2018,Kensington,Wholesale Trade,Wholesale Trade,Small business,22,150
2018,Melbourne (CBD),Accommodation and Food Services,Food and Beverage Services,Medium business,222,8341
